Index     FlowId          Size              Sent              Recv              FCT               PfcDur            
70         382             4.921             4.921             4.921             13.213            0                 
71         81              4.95              4.95              4.95              13.904            0                 
72         384             4.967             4.967             4.967             8.618             0                 
73         891             5.177             5.177             5.177             12.907            0                 
74         713             5.411             5.411             5.411             12.051            0                 
75         123             5.417             5.417             5.417             8.954             0                 
76         923             5.418             5.418             5.418             13.301            0                 
77         560             5.452             5.452             5.452             13.394            0                 
78         197             5.505             5.505             5.505             8.75              0                 
79         698             5.551             5.551             5.551             18.494            0                 
80         462             5.571             5.571             5.571             8.69              0                 
81         520             5.619             5.619             5.619             13.168            0                 
82         114             5.627             5.627             5.627             16.695            0                 
83         467             5.786             5.786             5.786             8.696             0                 
84         549             5.837             5.837             5.837             69.879            0                 
85         453             5.944             5.944             5.944             13.151            0                 
86         263             5.973             5.973             5.973             13.402            0                 
87         190             6.008             6.008             6.008             13.476            0                 
88         635             6.177             6.177             6.177             8.784             0                 
89         793             6.209             6.209             6.209             13.135            0                 
90         528             6.224             6.224             6.224             12.9              0                 
91         689             6.239             6.239             6.239             13.05             0                 
92         873             6.252             6.252             6.252             20.544            0                 
93         154             6.287             6.287             6.287             8.781             0                 
94         430             6.302             6.302             6.302             13.744            0                 
95         398             6.356             6.356             6.356             13.088            0                 
96         678             6.433             6.433             6.433             13.035            0                 
97         898             6.451             6.451             6.451             13.847            0                 
98         706             6.55              6.55              6.55              24.975            0                 
99         60              6.589             6.589             6.589             12.994            0                 
100        567             6.621             6.621             6.621             22.107            0                 
101        890             6.63              6.63              6.63              14.144            0                 
102        55              6.637             6.637             6.637             8.76              0                 
103        272             6.685             6.685             6.685             19.002            0                 
104        747             6.689             6.689             6.689             13.138            0                 
105        495             6.782             6.782             6.782             14.165            0                 
106        721             6.79              6.79              6.79              13.147            0                 
107        500             6.803             6.803             6.803             25.444            0                 
108        928             7.205             7.205             7.205             8.809             0                 
109        287             7.24              7.24              7.24              9.048             0                 
110        610             7.255             7.255             7.255             16.746            0                 
111        303             7.361             7.361             7.361             13.474            0                 
112        37              7.418             7.418             7.418             14.201            0                 
113        423             7.568             7.568             7.568             13.411            0                 
114        412             7.603             7.603             7.603             13.122            0                 
115        527             7.716             7.716             7.716             13.676            0                 
116        286             7.818             7.818             7.818             14.455            0                 
117        252             7.875             7.875             7.875             17.813            0                 
118        245             7.958             7.958             7.958             13.794            0                 
119        592             7.997             7.997             7.997             13.885            0                 
120        264             8.016             8.016             8.016             13.138            0                 
121        222             8.264             8.264             8.264             13.352            0                 
122        315             8.282             8.282             8.282             15.751            0                 
123        196             8.516             8.516             8.516             13.482            0                 
124        795             8.607             8.607             8.607             13.089            0                 
125        525             8.722             8.722             8.722             13.083            0                 
126        421             8.731             8.731             8.731             9.141             0                 
127        397             8.749             8.749             8.749             13.299            0                 
128        723             8.876             8.876             8.876             18.528            0                 
129        555             8.888             8.888             8.888             9.065             0                 
130        210             8.903             8.903             8.903             9.209             0                 
131        19              8.993             8.993             8.993             14.032            0                 
132        667             9                 9                 9                 30.566            0                 
133        643             9.039             9.039             9.039             13.896            0                 
134        518             9.047             9.047             9.047             9.102             0                 
135        551             9.058             9.058             9.058             9.048             0                 
136        181             9.207             9.207             9.207             9.2               0                 
137        47              9.215             9.215             9.215             14.641            0                 
138        769             9.48              9.48              9.48              13.929            0                 
139        439             9.481             9.481             9.481             13.666            0                 
140        229             9.548             9.548             9.548             13.691            0                 
141        134             9.596             9.596             9.596             13.743            0                 
142        897             9.627             9.627             9.627             13.386            0                 
143        400             9.827             9.827             9.827             42.829            0                 
144        768             9.92              9.92              9.92              18.085            0                 
145        368             9.946             9.946             9.946             13.545            0                 
146        243             9.992             9.992             9.992             10.18             0                 
147        644             9.997             9.997             9.997             9.082             0                 
148        657             10.983            10.983            10.983            13.343            0                 
149        778             11.137            11.137            11.137            14.015            0                 
150        342             11.251            11.251            11.251            117.572           0                 
151        72              11.427            11.427            11.427            13.692            0                 
152        757             11.437            11.437            11.437            10.137            0                 
153        102             11.455            11.455            11.455            14.008            0                 
154        200             11.51             11.51             11.51             14.289            0                 
155        893             11.559            11.559            11.559            9.221             0                 
156        21              11.561            11.561            11.561            20.715            0                 
157        373             11.721            11.721            11.721            19.987            0                 
158        94              12.164            12.164            12.164            13.886            0                 
159        791             12.203            12.203            12.203            22.787            0                 
160        908             12.243            12.243            12.243            17.736            0                 
161        703             12.611            12.611            12.611            32.618            0                 
162        25              12.626            12.626            12.626            9.567             0                 
163        393             12.731            12.731            12.731            13.757            0                 
164        253             12.938            12.938            12.938            14.092            0                 
165        621             12.952            12.952            12.952            9.512             0                 
166        419             13.186            13.186            13.186            50.358            0                 
167        618             13.435            13.435            13.435            14.44             0                 
168        188             13.448            13.448            13.448            13.751            0                 
169        451             13.918            13.918            13.918            13.855            0                 
170        402             13.922            13.922            13.922            11.686            0                 
171        885             14.287            14.287            14.287            14.035            0                 
172        823             14.659            14.659            14.659            26.56             0                 
173        931             14.79             14.79             14.79             20.67             0                 
174        604             15.201            15.201            15.201            24.201            0                 
175        463             15.685            15.685            15.685            10.349            0                 
176        231             15.79             15.79             15.79             14.381            0                 
177        310             16.177            16.177            16.177            13.973            0                 
178        545             16.699            16.699            16.699            20.275            0                 
179        658             16.856            16.856            16.856            14.355            0                 
180        865             17.016            17.016            17.016            9.978             0                 
181        177             17.538            17.538            17.538            14.446            0                 
182        167             17.649            17.649            17.649            13.989            0                 
183        113             18.196            18.196            18.196            15.481            0                 
184        7               18.442            18.442            18.442            9.741             0                 
185        869             18.838            18.838            18.838            32.956            0                 
186        611             19.095            19.095            19.095            14.56             0                 
187        650             19.616            19.616            19.616            10.777            0                 
188        466             20.037            20.037            20.037            14.689            0                 
189        328             20.278            20.278            20.278            64.079            0                 
190        773             20.482            20.482            20.482            14.249            0                 
191        595             20.542            20.542            20.542            40.202            0                 
192        889             20.544            20.544            20.544            14.868            0                 
193        540             20.599            20.599            20.599            10.22             0                 
194        306             20.604            20.604            20.604            15.289            0                 
195        565             20.642            20.642            20.642            14.373            0                 
196        830             20.651            20.651            20.651            11.682            0                 
197        895             20.759            20.759            20.759            10.384            0                 
198        625             20.927            20.927            20.927            10.232            0                 
199        752             20.933            20.933            20.933            33.237            0                 
200        828             20.938            20.938            20.938            15.221            0                 
201        220             21.312            21.312            21.312            15.315            0                 
202        244             21.479            21.479            21.479            15.833            0                 
203        351             21.503            21.503            21.503            15.382            0                 
204        753             21.731            21.731            21.731            17.265            0                 
205        735             22.004            22.004            22.004            16.645            0                 
206        444             22.117            22.117            22.117            46.095            0                 
207        477             22.155            22.155            22.155            18.314            0                 
208        46              22.196            22.196            22.196            37.332            0                 
209        353             22.222            22.222            22.222            19.166            0                 
210        693             22.333            22.333            22.333            21.805            0                 
211        408             22.433            22.433            22.433            14.714            0                 
212        455             22.537            22.537            22.537            16.539            0                 
213        93              22.755            22.755            22.755            15.912            0                 
214        699             22.965            22.965            22.965            16.16             0                 
215        714             23.054            23.054            23.054            11.063            0                 
216        683             23.379            23.379            23.379            18.33             0                 
217        794             23.481            23.481            23.481            15.771            0                 
218        591             23.538            23.538            23.538            16.252            0                 
219        887             23.565            23.565            23.565            15.223            0                 
220        835             23.633            23.633            23.633            16.407            0                 
221        347             23.648            23.648            23.648            27.681            0                 
222        532             23.651            23.651            23.651            14.906            0                 
223        9               23.827            23.827            23.827            14.375            0                 
224        792             24.025            24.025            24.025            28.726            0                 
225        575             24.059            24.059            24.059            11.623            0                 
226        3               24.288            24.288            24.288            16.274            0                 
227        180             24.352            24.352            24.352            10.625            0                 
228        300             24.406            24.406            24.406            18.805            0                 
229        449             24.427            24.427            24.427            15.64             0                 
230        871             24.496            24.496            24.496            10.74             0                 
231        510             24.565            24.565            24.565            14.984            0                 
232        697             24.621            24.621            24.621            14.777            0                 
233        762             24.776            24.776            24.776            14.829            0                 
234        571             24.803            24.803            24.803            10.942            0                 
235        597             24.812            24.812            24.812            28.136            0                 
236        846             24.818            24.818            24.818            14.638            0                 
237        651             25.163            25.163            25.163            12.527            0                 
238        666             25.196            25.196            25.196            18.284            0                 
239        632             25.222            25.222            25.222            10.398            0                 
240        487             25.243            25.243            25.243            25.445            0                 
241        506             25.321            25.321            25.321            15.575            0                 
242        888             25.448            25.448            25.448            11.295            0                 
243        899             25.456            25.456            25.456            17.674            0                 
244        605             25.732            25.732            25.732            15.363            0                 
245        62              25.746            25.746            25.746            16.967            0                 
246        278             25.793            25.793            25.793            74.24             0                 
247        36              26.049            26.049            26.049            11.537            0                 
248        258             26.361            26.361            26.361            19.511            0                 
249        170             26.462            26.462            26.462            10.512            0                 
250        541             26.553            26.553            26.553            19.813            0                 
251        193             26.708            26.708            26.708            14.694            0                 
252        581             26.724            26.724            26.724            15.796            0                 
253        588             26.802            26.802            26.802            16.348            0                 
254        638             26.819            26.819            26.819            15.258            0                 
255        293             26.835            26.835            26.835            68.588            0                 
256        452             26.855            26.855            26.855            34.324            0                 
257        152             26.868            26.868            26.868            10.434            0                 
258        239             26.923            26.923            26.923            13.558            0                 
259        460             27.08             27.08             27.08             40.816            0                 
260        401             27.11             27.11             27.11             14.681            0                 
261        822             27.363            27.363            27.363            14.533            0                 
262        43              27.391            27.391            27.391            19.995            0                 
263        734             27.392            27.392            27.392            14.871            0                 
264        404             27.433            27.433            27.433            15.49             0                 
265        119             27.489            27.489            27.489            36.942            0                 
266        701             27.507            27.507            27.507            17.273            0                 
267        574             27.535            27.535            27.535            15.608            0                 
268        13              27.623            27.623            27.623            15.43             0                 
269        607             28.201            28.201            28.201            23.064            0                 
270        91              28.228            28.228            28.228            59.075            0                 
271        223             28.391            28.391            28.391            15.431            0                 
272        271             28.507            28.507            28.507            17.488            0                 
273        669             28.521            28.521            28.521            10.957            0                 
274        274             28.536            28.536            28.536            28.667            0                 
275        478             28.588            28.588            28.588            17.286            0                 
276        628             28.594            28.594            28.594            16.515            0                 
277        138             28.773            28.773            28.773            12.229            0                 
278        327             28.895            28.895            28.895            18.851            0                 
279        599             28.951            28.951            28.951            28.931            0                 
280        521             29.01             29.01             29.01             15.503            0                 
281        438             29.117            29.117            29.117            38.753            0                 
282        267             29.118            29.118            29.118            15.067            0                 
283        217             29.22             29.22             29.22             17.226            0                 
284        89              29.288            29.288            29.288            17.329            0                 
285        301             29.399            29.399            29.399            15.736            0                 
286        139             29.46             29.46             29.46             52.7              0                 
287        817             29.66             29.66             29.66             18.133            0                 
288        872             30.089            30.089            30.089            12.722            0                 
289        505             30.457            30.457            30.457            13.131            0                 
290        860             30.571            30.571            30.571            36.087            0                 
291        311             31.38             31.38             31.38             10.976            0                 
292        126             31.649            31.649            31.649            16.804            0                 
293        446             31.992            31.992            31.992            41.086            0                 
294        357             31.996            31.996            31.996            30.365            0                 
295        641             32.158            32.158            32.158            15.849            0                 
296        914             32.165            32.165            32.165            15.906            0                 
297        775             32.184            32.184            32.184            11.391            0                 
298        502             33.144            33.144            33.144            18.035            0                 
299        680             33.226            33.226            33.226            15.574            0                 
300        764             33.43             33.43             33.43             28.02             0                 
301        927             33.52             33.52             33.52             25.613            0                 
302        376             33.6              33.6              33.6              40.824            0                 
303        254             33.638            33.638            33.638            16.653            0                 
304        838             33.705            33.705            33.705            30.337            0                 
305        708             33.712            33.712            33.712            15.259            0                 
306        647             33.955            33.955            33.955            21.352            0                 
307        578             33.956            33.956            33.956            17.015            0                 
308        690             34.107            34.107            34.107            16.997            0                 
309        544             34.413            34.413            34.413            15.362            0                 
310        204             34.819            34.819            34.819            18.051            0                 
311        179             35.035            35.035            35.035            29.922            0                 
312        143             35.142            35.142            35.142            12.711            0                 
313        636             35.718            35.718            35.718            19.782            0                 
314        227             35.861            35.861            35.861            13.039            0                 
315        445             36.383            36.383            36.383            19.971            0                 
316        673             36.718            36.718            36.718            41.006            0                 
317        493             36.771            36.771            36.771            11.526            0                 
318        1               37.044            37.044            37.044            12.788            0                 
319        790             37.136            37.136            37.136            16.781            0                 
320        457             37.142            37.142            37.142            30.881            0                 
321        428             37.685            37.685            37.685            32.027            0                 
322        265             37.946            37.946            37.946            14.621            0                 
323        219             38.005            38.005            38.005            14.038            0                 
324        824             38.169            38.169            38.169            21.579            0                 
325        71              38.27             38.27             38.27             16.211            0                 
326        86              38.768            38.768            38.768            17.089            0                 
327        32              38.988            38.988            38.988            15.834            0                 
328        761             39.667            39.667            39.667            16.224            0                 
329        386             39.942            39.942            39.942            16.535            0                 
330        743             40.703            40.703            40.703            12.572            0                 
331        427             41.077            41.077            41.077            16.468            0                 
332        424             41.183            41.183            41.183            23.977            0                 
333        786             41.388            41.388            41.388            19.868            0                 
334        722             41.665            41.665            41.665            22.961            0                 
335        374             41.745            41.745            41.745            16.662            0                 
336        886             41.756            41.756            41.756            11.78             0                 
337        155             41.849            41.849            41.849            17.12             0                 
338        142             41.957            41.957            41.957            17.169            0                 
339        608             41.996            41.996            41.996            18.89             0                 
340        524             42.06             42.06             42.06             16.571            0                 
341        325             42.122            42.122            42.122            12.987            0                 
342        681             42.186            42.186            42.186            12.114            0                 
343        756             42.398            42.398            42.398            23.275            0                 
344        841             42.699            42.699            42.699            16.831            0                 
345        645             42.837            42.837            42.837            23.382            0                 
346        422             42.938            42.938            42.938            45.914            0                 
347        664             43.659            43.659            43.659            18                0                 
348        739             44.6              44.6              44.6              29.563            0                 
349        84              44.711            44.711            44.711            18.078            0                 
350        675             44.732            44.732            44.732            16.592            0                 
351        694             44.997            44.997            44.997            15.586            0                 
352        530             45.08             45.08             45.08             31.873            0                 
353        201             45.974            45.974            45.974            27.818            0                 
354        938             45.982            45.982            45.982            12.31             0                 
355        66              46.042            46.042            46.042            12.268            0                 
356        415             46.331            46.331            46.331            12.59             0                 
357        242             46.352            46.352            46.352            17.771            0                 
358        590             46.656            46.656            46.656            18.557            0                 
359        705             46.863            46.863            46.863            25.598            0                 
360        442             47                47                47                17.277            0                 
361        856             47.211            47.211            47.211            21.623            0                 
362        333             47.454            47.454            47.454            18.18             0                 
363        857             47.463            47.463            47.463            25.206            0                 
364        802             47.621            47.621            47.621            19.062            0                 
365        553             47.977            47.977            47.977            20.533            0                 
366        733             48.47             48.47             48.47             13.915            0                 
367        97              48.749            48.749            48.749            22.751            0                 
368        434             48.789            48.789            48.789            23.936            0                 
369        366             48.852            48.852            48.852            13.764            0                 
370        709             48.901            48.901            48.901            19.289            0                 
371        73              48.904            48.904            48.904            12.952            0                 
372        523             49.574            49.574            49.574            17.016            0                 
373        564             49.739            49.739            49.739            17.187            0                 
374        804             50.01             50.01             50.01             27.832            0                 
375        270             50.123            50.123            50.123            17.217            0                 
376        4               50.217            50.217            50.217            21.305            0                 
377        64              50.274            50.274            50.274            24.03             0                 
378        305             50.295            50.295            50.295            16.951            0                 
379        811             50.8              50.8              50.8              39.214            0                 
380        905             51.016            51.016            51.016            18.603            0                 
381        799             51.751            51.751            51.751            18.22             0                 
382        308             52.125            52.125            52.125            73.717            0                 
383        550             52.223            52.223            52.223            21.261            0                 
384        552             52.457            52.457            52.457            25.245            0                 
385        51              52.489            52.489            52.489            13.664            0                 
386        826             52.996            52.996            52.996            47.392            0                 
387        79              53.017            53.017            53.017            17.77             0                 
388        746             53.122            53.122            53.122            20.545            0                 
389        215             53.168            53.168            53.168            17.033            0                 
390        715             53.59             53.59             53.59             13.474            0                 
391        392             54.367            54.367            54.367            23.398            0                 
392        160             54.417            54.417            54.417            19.007            0                 
393        381             54.5              54.5              54.5              43.382            0                 
394        585             54.948            54.948            54.948            19.781            0                 
395        848             55.486            55.486            55.486            17.093            0                 
396        216             55.717            55.717            55.717            18.488            0                 
397        367             55.852            55.852            55.852            28.026            0                 
398        440             56.124            56.124            56.124            25.355            0                 
399        156             56.127            56.127            56.127            30.131            0                 
400        49              56.306            56.306            56.306            18.662            0                 
401        259             56.532            56.532            56.532            18.539            0                 
402        361             56.865            56.865            56.865            18.282            0                 
403        653             57.131            57.131            57.131            18.107            0                 
404        389             57.668            57.668            57.668            14.002            0                 
405        833             57.691            57.691            57.691            22.504            0                 
406        40              58.422            58.422            58.422            53.958            0                 
407        881             58.617            58.617            58.617            17.066            0                 
408        10              58.685            58.685            58.685            18.126            0                 
409        369             58.692            58.692            58.692            27.316            0                 
410        11              59.254            59.254            59.254            19.428            0                 
411        596             59.418            59.418            59.418            43.158            0                 
412        534             59.863            59.863            59.863            42.941            0                 
413        425             60.06             60.06             60.06             19.895            0                 
414        546             60.234            60.234            60.234            13.467            0                 
415        297             60.577            60.577            60.577            21.177            0                 
416        256             60.874            60.874            60.874            21.72             0                 
417        88              61.072            61.072            61.072            34.415            0                 
418        654             61.129            61.129            61.129            23.838            0                 
419        54              61.331            61.331            61.331            17.712            0                 
420        700             61.416            61.416            61.416            20.915            0                 
421        468             61.551            61.551            61.551            18.846            0                 
422        176             62.157            62.157            62.157            23.526            0                 
423        370             62.208            62.208            62.208            79.323            0                 
424        626             62.386            62.386            62.386            15.5              0                 
425        692             62.464            62.464            62.464            19.186            0                 
426        587             62.574            62.574            62.574            18.374            0                 
427        533             62.725            62.725            62.725            18.693            0                 
428        859             62.787            62.787            62.787            19.135            0                 
429        642             62.812            62.812            62.812            20.674            0                 
430        729             62.84             62.84             62.84             18.052            0                 
431        57              63.318            63.318            63.318            19.542            0                 
432        82              63.393            63.393            63.393            25.452            0                 
433        825             63.562            63.562            63.562            22.642            0                 
434        937             64.151            64.151            64.151            22.584            0                 
435        854             64.162            64.162            64.162            84.151            0                 
436        161             64.189            64.189            64.189            35.935            0                 
437        95              64.272            64.272            64.272            20.083            0                 
438        128             64.295            64.295            64.295            21.635            0                 
439        377             64.315            64.315            64.315            19.544            0                 
440        183             64.64             64.64             64.64             14.118            0                 
441        719             64.951            64.951            64.951            70.215            0                 
442        195             65.734            65.734            65.734            17.19             0                 
443        929             66.245            66.245            66.245            27.524            0                 
444        31              66.496            66.496            66.496            14.189            0                 
445        441             66.732            66.732            66.732            20.008            0                 
446        480             67.031            67.031            67.031            20.53             0                 
447        116             67.526            67.526            67.526            28.851            0                 
448        745             67.545            67.545            67.545            17.485            0                 
449        842             67.892            67.892            67.892            14.379            0                 
450        356             67.973            67.973            67.973            18.945            0                 
451        83              67.99             67.99             67.99             20.178            0                 
452        437             67.999            67.999            67.999            22.791            0                 
453        671             68.227            68.227            68.227            35.254            0                 
454        481             68.303            68.303            68.303            19.72             0                 
455        831             68.305            68.305            68.305            19.293            0                 
456        844             68.313            68.313            68.313            20.658            0                 
457        410             68.389            68.389            68.389            21.842            0                 
458        137             68.41             68.41             68.41             26.858            0                 
459        61              68.861            68.861            68.861            27.401            0                 
460        407             69.021            69.021            69.021            22.499            0                 
461        748             69.085            69.085            69.085            18.879            0                 
462        535             69.173            69.173            69.173            19.041            0                 
463        237             69.325            69.325            69.325            48.294            0                 
464        112             70.135            70.135            70.135            44.855            0                 
465        302             70.476            70.476            70.476            19.383            0                 
466        77              70.725            70.725            70.725            20.499            0                 
467        335             70.974            70.974            70.974            119.904           0                 
468        765             71.065            71.065            71.065            30.098            0                 
469        572             71.131            71.131            71.131            14.745            0                 
470        863             71.425            71.425            71.425            14.614            0                 
471        472             71.577            71.577            71.577            30.488            0                 
472        933             71.832            71.832            71.832            21.458            0                 
473        662             71.838            71.838            71.838            20.455            0                 
474        15              72.025            72.025            72.025            41.816            0                 
475        461             72.194            72.194            72.194            54.923            0                 
476        559             73.024            73.024            73.024            15.301            0                 
477        309             73.239            73.239            73.239            22.143            0                 
478        531             74.518            74.518            74.518            16.673            0                 
479        241             75.704            75.704            75.704            27.344            0                 
480        110             76.395            76.395            76.395            31.102            0                 
481        619             76.762            76.762            76.762            34.558            0                 
482        640             76.779            76.779            76.779            20.741            0                 
483        782             76.86             76.86             76.86             27.454            0                 
484        343             77.197            77.197            77.197            15.06             0                 
485        806             77.542            77.542            77.542            30.39             0                 
486        538             77.796            77.796            77.796            31.917            0                 
487        896             77.814            77.814            77.814            17.288            0                 
488        805             78.007            78.007            78.007            22.687            0                 
489        18              78.053            78.053            78.053            31.716            0                 
490        509             78.171            78.171            78.171            19.146            0                 
491        474             78.257            78.257            78.257            21.578            0                 
492        108             78.298            78.298            78.298            30.919            0                 
493        512             78.434            78.434            78.434            28.831            0                 
494        99              78.511            78.511            78.511            20.393            0                 
495        616             78.804            78.804            78.804            50.545            0                 
496        868             79.458            79.458            79.458            24.396            0                 
497        883             79.611            79.611            79.611            24.201            0                 
498        755             79.897            79.897            79.897            31.465            0                 
499        260             79.943            79.943            79.943            19.634            0                 
500        26              81.385            81.385            81.385            17.594            0                 
501        543             81.529            81.529            81.529            31.725            0                 
502        522             81.631            81.631            81.631            28.106            0                 
503        67              85.074            85.074            85.074            19.72             0                 
504        622             85.74             85.74             85.74             20.717            0                 
505        484             86.9              86.9              86.9              24.204            0                 
506        777             88.266            88.266            88.266            66.6              0                 
507        797             91.025            91.025            91.025            25.552            0                 
508        573             93.038            93.038            93.038            22.61             0                 
509        372             94.687            94.687            94.687            25.217            0                 
510        214             96.429            96.429            96.429            55.791            0                 
511        623             98.985            98.985            98.985            26.021            0                 
512        365             100.994           100.994           100.994           17.47             0                 
513        751             112.954           112.954           112.954           26.855            0                 
514        456             117.236           117.236           117.236           33.29             0                 
515        269             121.013           121.013           121.013           46.09             0                 
516        648             121.26            121.26            121.26            49.497            0                 
517        570             122.628           122.628           122.628           26.108            0                 
518        65              123.538           123.538           123.538           18.808            0                 
519        470             126.123           126.123           126.123           47.878            0                 
520        329             126.289           126.289           126.289           28.178            0                 
521        801             127.523           127.523           127.523           23.565            0                 
522        813             128.622           128.622           128.622           24.703            0                 
523        337             128.81            128.81            128.81            44.148            0                 
524        702             129.636           129.636           129.636           25.776            0                 
525        670             130.865           130.865           130.865           29.183            0                 
526        85              132.923           132.923           132.923           29.722            0                 
527        350             134.755           134.755           134.755           33.01             0                 
528        789             138.07            138.07            138.07            26.313            0                 
529        199             138.717           138.717           138.717           34.021            0                 
530        907             141.453           141.453           141.453           36.985            0                 
531        290             141.643           141.643           141.643           64.401            0                 
532        760             143.702           143.702           143.702           32.225            0                 
533        285             144.828           144.828           144.828           34.202            0                 
534        849             146.202           146.202           146.202           30.761            0                 
535        810             147.393           147.393           147.393           29.128            0                 
536        915             151.724           151.724           151.724           39.928            0                 
537        323             157.49            157.49            157.49            30.259            0                 
538        515             162.378           162.378           162.378           55.809            0                 
539        117             163.335           163.335           163.335           33.903            0                 
540        75              164.036           164.036           164.036           30.144            0                 
541        275             164.3             164.3             164.3             29.319            0                 
542        660             165.029           165.029           165.029           36.838            0                 
543        637             167.111           167.111           167.111           34.389            0                 
544        839             171.03            171.03            171.03            35.186            0                 
545        331             172.779           172.779           172.779           232.353           0                 
546        499             172.797           172.797           172.797           58.677            0                 
547        106             173.574           173.574           173.574           28.027            0                 
548        926             174.412           174.412           174.412           33.157            0                 
549        780             174.482           174.482           174.482           53.677            0                 
550        494             176.492           176.492           176.492           25.109            0                 
551        613             180.808           180.808           180.808           29.368            0                 
552        556             180.878           180.878           180.878           30.725            0                 
553        103             181.346           181.346           181.346           56.006            0                 
554        482             181.724           181.724           181.724           36.212            0                 
555        58              182.234           182.234           182.234           43.987            0                 
556        140             183.555           183.555           183.555           32.47             0                 
557        784             183.595           183.595           183.595           33.144            0                 
558        355             183.744           183.744           183.744           33.916            0                 
559        491             183.889           183.889           183.889           45.044            0                 
560        101             184.761           184.761           184.761           42.707            0                 
561        577             190.182           190.182           190.182           31.581            0                 
562        322             191.236           191.236           191.236           42.234            0                 
563        832             191.845           191.845           191.845           101.915           0                 
564        902             192.062           192.062           192.062           39.941            0                 
565        679             192.565           192.565           192.565           39.911            0                 
566        255             193.078           193.078           193.078           38.716            0                 
567        413             193.966           193.966           193.966           80.892            0                 
568        677             194.534           194.534           194.534           56.749            0                 
569        336             197.9             197.9             197.9             26.714            0                 
570        507             198.489           198.489           198.489           35.844            0                 
571        812             212.795           212.795           212.795           66.28             0                 
572        490             217.766           217.766           217.766           34.507            0                 
573        45              224.87            224.87            224.87            69.255            0                 
574        406             231.874           231.874           231.874           38.669            0                 
575        2               255.751           255.751           255.751           47.299            0                 
576        34              272.846           272.846           272.846           148.207           0                 
577        230             273.435           273.435           273.435           41.67             0                 
578        59              277.832           277.832           277.832           90.418            0                 
579        447             277.888           277.888           277.888           53.744            0                 
580        63              299.536           299.536           299.536           53.544            0                 
